Time,Original Temp (F),Synthetic Temp (F)
2024-07-09 11:05:00,75.445,76.8812701324724
2024-07-09 11:10:00,75.38,76.98448205780767
2024-07-09 11:15:00,75.46333333333332,77.19351281337664
2024-07-09 11:20:00,75.54666666666667,77.00195322271173
2024-07-09 11:25:00,75.63,77.18840448901686
2024-07-09 11:30:00,75.57,77.17869595508131
2024-07-09 11:35:00,75.51,77.07415235662047
2024-07-09 11:40:00,75.57,77.20832525889723
2024-07-09 11:45:00,75.63,76.96900117112192
2024-07-09 11:50:00,75.505,77.12446182590153
2024-07-09 11:55:00,75.38,77.35781616106605
2024-07-09 12:00:00,75.46333333333332,76.71370679805938
2024-07-09 12:05:00,75.54666666666667,77.15186851230136
2024-07-09 12:10:00,75.63,77.39044103977116
2024-07-09 12:15:00,75.63,77.02236022037837
2024-07-09 12:20:00,75.63,77.05952279933123
2024-07-09 12:25:00,75.63,76.92402418838229
2024-07-09 12:30:00,75.63,77.4810013903082
2024-07-09 12:35:00,75.56,76.64118379610855
2024-07-09 12:40:00,75.49,76.86758243516952
2024-07-09 12:45:00,75.53666666666666,76.70572320721504
2024-07-09 12:50:00,75.58333333333333,77.1562530779979
2024-07-09 12:55:00,75.63,77.32949389886917
2024-07-09 13:00:00,75.63,76.96589832919621
2024-07-09 13:05:00,75.63,77.13318858304882
2024-07-09 13:10:00,75.74,77.22198218420147
2024-07-09 13:15:00,75.85,77.35999234793007
2024-07-09 13:20:00,75.74,77.3102689593122
2024-07-09 13:25:00,75.63,77.54923783501043
2024-07-09 13:30:00,75.63,77.13130715738546
2024-07-09 13:35:00,75.63,77.23088566293305
2024-07-09 13:40:00,75.63,77.05967405598037
2024-07-09 13:45:00,75.74,76.91730218225253
2024-07-09 13:50:00,75.85,77.51031815669549
2024-07-09 13:55:00,75.86,77.76868939706024
2024-07-09 14:00:00,75.87,77.45916646404295
2024-07-09 14:05:00,75.91499999999999,77.33514205563775
2024-07-09 14:10:00,75.96,77.64472535476445
2024-07-09 14:15:00,75.85,77.0779808600279
2024-07-09 14:20:00,75.74,76.8557110402106
2024-07-09 14:25:00,75.63,76.95502620459675
2024-07-09 14:30:00,75.63,77.27053429905199
2024-07-09 14:35:00,75.63,77.33612394433165
2024-07-09 14:40:00,75.72999999999999,76.96361098125377
2024-07-09 14:45:00,75.83,77.44199051998761
2024-07-09 14:50:00,75.82,77.27348817267846
2024-07-09 14:55:00,75.81,77.34799071161515
2024-07-09 15:00:00,75.80333333333334,77.25312401616374
2024-07-09 15:05:00,75.79666666666667,77.6147418868404
2024-07-09 15:10:00,75.79,77.18345247209908
2024-07-09 15:15:00,75.875,77.78991491677878
2024-07-09 15:20:00,75.96,77.79883990310351
2024-07-09 15:25:00,75.79499999999999,77.67055907777204
2024-07-09 15:30:00,75.63,77.25634577560672
2024-07-09 15:35:00,75.755,77.49579174618576
2024-07-09 15:40:00,75.88,77.2827385796227
2024-07-09 15:45:00,75.81,77.19023219994844
2024-07-09 15:50:00,75.74,77.14015438610627
2024-07-09 15:55:00,75.67,76.89099350779408
2024-07-09 16:00:00,75.815,77.26617760698888
2024-07-09 16:05:00,75.96,77.5960640086881
2024-07-09 16:10:00,76.005,77.58086705690955
2024-07-09 16:15:00,76.05,77.5151874312182
2024-07-09 16:20:00,75.86,77.4409266496004
2024-07-09 16:25:00,75.67,76.95099704613246
2024-07-09 16:30:00,75.64666666666666,76.95405594587608
2024-07-09 16:35:00,75.62333333333333,76.9575246525999
2024-07-09 16:40:00,75.6,77.22516094319359
2024-07-09 16:45:00,75.78,77.28768176623723
2024-07-09 16:50:00,75.96,77.73889812145755
2024-07-09 16:55:00,75.905,77.34892925855758
2024-07-09 17:00:00,75.85,77.10193897576686
2024-07-09 17:05:00,75.905,77.77302483833142
2024-07-09 17:10:00,75.96,77.4567494663968
2024-07-09 17:15:00,75.92333333333333,77.63480179645511
2024-07-09 17:20:00,75.88666666666666,77.13064138871243
2024-07-09 17:25:00,75.85,77.3354098245817
2024-07-09 17:30:00,75.905,77.25259529917169
2024-07-09 17:35:00,75.96,77.53082389318983
2024-07-09 17:40:00,75.79499999999999,77.38023415157878
2024-07-09 17:45:00,75.63,77.01269103594218
2024-07-09 17:50:00,75.615,77.20978855536805
2024-07-09 17:55:00,75.6,76.83790285477403
2024-07-09 18:00:00,75.72,77.12669060396962
2024-07-09 18:05:00,75.83999999999999,77.46078309560188
2024-07-09 18:10:00,75.96,77.36376592353761
2024-07-09 18:15:00,75.79499999999999,77.58609078904911
2024-07-09 18:20:00,75.63,77.14341376242182
2024-07-09 18:25:00,75.74,77.30637137810929
2024-07-09 18:30:00,75.85,77.3710421455456
2024-07-09 18:35:00,75.85,77.54747507416222
2024-07-09 18:40:00,75.85,77.48700752048316
2024-07-09 18:45:00,75.90333333333334,77.30511599259091
2024-07-09 18:50:00,75.95666666666666,77.21304140829346
2024-07-09 18:55:00,76.01,77.51194747541217
2024-07-09 19:00:00,75.92,77.81619134464272
2024-07-09 19:05:00,75.83,77.32622761477496
2024-07-09 19:10:00,75.85,77.29808848147827
2024-07-09 19:15:00,75.87,77.10521527220175
2024-07-09 19:20:00,75.86,77.26524754488318
2024-07-09 19:25:00,75.85,77.23627815873562
2024-07-09 19:30:00,75.97999999999999,77.76635955748398
2024-07-09 19:35:00,76.11,77.62528759326955
2024-07-09 19:40:00,76.24,77.82631236131846
2024-07-09 19:45:00,76.25,77.9508141337073
2024-07-09 19:50:00,76.26,77.9209452164344
2024-07-09 19:55:00,76.2,77.66197166132976
2024-07-09 20:00:00,76.14,77.78589259066773
2024-07-09 20:05:00,76.05,77.29649959040026
2024-07-09 20:10:00,75.96,77.60424666030026
2024-07-09 20:15:00,76.02,77.51307004804566
2024-07-09 20:20:00,76.08,77.5836819021486
2024-07-09 20:25:00,76.14,77.48531441126784
2024-07-09 20:30:00,76.245,78.11342527285375
2024-07-09 20:35:00,76.35,78.01326864057887
2024-07-09 20:40:00,76.235,77.76299873517418
2024-07-09 20:45:00,76.12,77.88422010780526
2024-07-09 20:50:00,76.22,77.79747658861518
2024-07-09 20:55:00,76.32,77.89705748743239
2024-07-09 21:00:00,76.30666666666666,78.28194270825796
2024-07-09 21:05:00,76.29333333333334,77.79792462337946
2024-07-09 21:10:00,76.28,77.77363465354091
2024-07-09 21:15:00,76.495,78.09585582891452
2024-07-09 21:20:00,76.71,78.11587291898306
2024-07-09 21:25:00,76.505,77.94435399964576
2024-07-09 21:30:00,76.3,77.91303639774337
2024-07-09 21:35:00,76.405,77.82972858068311
2024-07-09 21:40:00,76.51,77.99490520623323
2024-07-09 21:45:00,76.51,78.02087409748012
2024-07-09 21:50:00,76.51,78.04090510677612
2024-07-09 21:55:00,76.51,78.16288139288085
2024-07-09 22:00:00,76.63,77.98647107234476
2024-07-09 22:05:00,76.75,78.21688004950923
2024-07-09 22:10:00,76.85499999999999,78.49609892935297
2024-07-09 22:15:00,76.96,78.48359081319497
2024-07-09 22:20:00,76.85499999999999,78.4004226215582
2024-07-09 22:25:00,76.75,78.16608342335621
2024-07-09 22:30:00,76.82666666666667,78.51430288742077
2024-07-09 22:35:00,76.90333333333334,78.33538473226051
2024-07-09 22:40:00,76.98,78.66472180116983
2024-07-09 22:45:00,77.035,78.56687573820611
2024-07-09 22:50:00,77.09,78.84786056760247
2024-07-09 22:55:00,76.92,78.47620320580077
2024-07-09 23:00:00,76.75,77.7722137496546
2024-07-09 23:05:00,76.86500000000001,78.33701751730268
2024-07-09 23:10:00,76.98,78.60426990103875
2024-07-09 23:15:00,76.95666666666666,78.70044163771206
2024-07-09 23:20:00,76.93333333333334,78.70448592027378
2024-07-09 23:25:00,76.91,78.2196598087185
2024-07-09 23:30:00,76.88499999999999,78.11683947972655
2024-07-09 23:35:00,76.86,78.57839185319676
2024-07-09 23:40:00,76.965,78.79966202622134
2024-07-09 23:45:00,77.07,78.86303158652585
2024-07-09 23:50:00,77.125,78.74251817528778
2024-07-09 23:55:00,77.18,78.68264741310173
2024-07-10 00:00:00,77.32333333333334,78.61113744420527
2024-07-10 00:05:00,77.46666666666667,78.74699922846656
2024-07-10 00:10:00,77.61,79.21553014297056
2024-07-10 00:15:00,77.485,79.18137586089334
2024-07-10 00:20:00,77.36,79.28910571117784
2024-07-10 00:25:00,77.325,78.89886161470727
2024-07-10 00:30:00,77.29,78.69885526695772
2024-07-10 00:35:00,77.47,79.06414861637751
2024-07-10 00:40:00,77.65,79.09579650191698
2024-07-10 00:45:00,77.64333333333333,79.20643694413211
2024-07-10 00:50:00,77.63666666666667,79.22606658113041
2024-07-10 00:55:00,77.63,79.22557634569718
2024-07-10 01:00:00,77.57499999999999,78.74474574929954
2024-07-10 01:05:00,77.52,79.06055507881139
2024-07-10 01:10:00,77.69999999999999,79.34991896060711
2024-07-10 01:15:00,77.88,79.33176300332663
2024-07-10 01:20:00,77.88,79.45966482904485
2024-07-10 01:25:00,77.88,79.44402774166338
2024-07-10 01:30:00,77.91,79.65940251056153
2024-07-10 01:35:00,77.94,79.58684664200554
2024-07-10 01:40:00,77.97,79.57003767397626
2024-07-10 01:45:00,77.97,79.38221717581852
2024-07-10 01:50:00,77.97,76.95591412867215
2024-07-10 01:55:00,77.97,76.6802454847567
2024-07-10 02:00:00,77.97,77.09731391915047
2024-07-10 02:05:00,78.10499999999999,76.73374548683671
2024-07-10 02:10:00,78.24,77.3175979180128
2024-07-10 02:15:00,78.38,77.43658756649974
2024-07-10 02:20:00,78.52,77.40899473035243
2024-07-10 02:25:00,78.66,77.63230512641502
2024-07-10 02:30:00,78.485,77.52391970465938
2024-07-10 02:35:00,78.31,77.29008667613289
2024-07-10 02:40:00,78.31,77.43596099418215
2024-07-10 02:45:00,78.31,77.37517457929141
2024-07-10 02:50:00,78.36500000000001,77.02176775389141
2024-07-10 02:55:00,78.42,77.39324882119256
2024-07-10 03:00:00,78.46333333333334,77.47270909794811
2024-07-10 03:05:00,78.50666666666666,77.36465580231072
2024-07-10 03:10:00,78.55,77.0188444195319
2024-07-10 03:15:00,78.43,77.49220020262929
2024-07-10 03:20:00,78.31,77.18558162793552
2024-07-10 03:25:00,78.35,77.47384160352058
2024-07-10 03:30:00,78.39,77.83908459639105
2024-07-10 03:35:00,78.39,77.1872757132228
2024-07-10 03:40:00,78.39,77.13623325888987
2024-07-10 03:45:00,78.51333333333334,77.61260645267251
2024-07-10 03:50:00,78.63666666666667,77.94674004034337
2024-07-10 03:55:00,78.76,78.03197161120066
2024-07-10 04:00:00,78.655,77.73024529823348
2024-07-10 04:05:00,78.55,77.49430303450596
2024-07-10 04:10:00,78.655,77.78859377497395
2024-07-10 04:15:00,78.76,77.62775370859914
2024-07-10 04:20:00,78.545,77.72173679208942
2024-07-10 04:25:00,78.33,76.86229148632026
2024-07-10 04:30:00,78.40333333333334,77.38943628641015
2024-07-10 04:35:00,78.47666666666666,77.49812605386559
2024-07-10 04:40:00,78.55,77.46637963191928
2024-07-10 04:45:00,78.57499999999999,77.74334056090566
2024-07-10 04:50:00,78.6,77.48149396442089
2024-07-10 04:55:00,78.63,77.47192602013752
2024-07-10 05:00:00,78.66,77.72356930439393
2024-07-10 05:05:00,78.71000000000001,77.43732251826681
2024-07-10 05:10:00,78.76,77.46380627273308
2024-07-10 05:15:00,78.57666666666667,77.7801997167644
2024-07-10 05:20:00,78.39333333333333,77.58963764352258
2024-07-10 05:25:00,78.21,77.39615388778942
2024-07-10 05:30:00,78.25999999999999,77.27813656455295
2024-07-10 05:35:00,78.31,77.36135231924698
2024-07-10 05:40:00,78.535,77.4203360801375
2024-07-10 05:45:00,78.76,77.59267616826054
2024-07-10 05:50:00,78.655,77.66981336292511
2024-07-10 05:55:00,78.55,77.25928172972401
2024-07-10 06:00:00,78.47666666666666,77.45669468450608
2024-07-10 06:05:00,78.40333333333334,77.59907849749814
2024-07-10 06:10:00,78.33,77.03883751413888
2024-07-10 06:15:00,78.38499999999999,77.40923361512185
2024-07-10 06:20:00,78.44,77.48836141615617
2024-07-10 06:25:00,78.375,77.3134266929498
2024-07-10 06:30:00,78.31,77.4360610297082
2024-07-10 06:35:00,78.34,77.50096949757281
2024-07-10 06:40:00,78.37,77.5284727379329
2024-07-10 06:45:00,78.31,77.08170613991906
2024-07-10 06:50:00,78.25,77.0279237599065
2024-07-10 06:55:00,78.19,77.26228625863233
2024-07-10 07:00:00,78.34,77.47936423877776
2024-07-10 07:05:00,78.49,77.52724091110454
2024-07-10 07:10:00,78.52,77.18515239458445
2024-07-10 07:15:00,78.55,77.35129519596833
2024-07-10 07:20:00,78.43,77.44141762372152
2024-07-10 07:25:00,78.31,77.33222195437627
2024-07-10 07:30:00,78.29333333333334,77.44693602220737
2024-07-10 07:35:00,78.27666666666667,76.92613502440078
2024-07-10 07:40:00,78.26,77.5616935354773
2024-07-10 07:45:00,78.325,77.25588848106514
2024-07-10 07:50:00,78.39,77.11636532609323
2024-07-10 07:55:00,78.35,77.28953636931953
2024-07-10 08:00:00,78.31,77.45088402150789
2024-07-10 08:05:00,78.31,77.2079749261768
2024-07-10 08:10:00,78.31,76.87429411275531
2024-07-10 08:15:00,78.39,77.75993102848145
2024-07-10 08:20:00,78.47,77.41996597750561
2024-07-10 08:25:00,78.55,77.56905386118068
2024-07-10 08:30:00,78.405,77.48728123672107
2024-07-10 08:35:00,78.26,77.37787340331784
2024-07-10 08:40:00,78.26,77.28426976812288
2024-07-10 08:45:00,78.26,77.22650378310556
2024-07-10 08:50:00,78.17,77.56211380671026
2024-07-10 08:55:00,78.08,77.03008196101239
2024-07-10 09:00:00,78.14,77.16962540001677
2024-07-10 09:05:00,78.2,76.91997411257962
2024-07-10 09:10:00,78.26,77.30874647169887
2024-07-10 09:15:00,78.25,77.13940350631162
2024-07-10 09:20:00,78.24,77.31738141907151
2024-07-10 09:25:00,78.06,77.10017283166913
2024-07-10 09:30:00,77.88,76.71950029772415
2024-07-10 09:35:00,77.97,76.88762348032111
2024-07-10 09:40:00,78.06,77.41594069743806
2024-07-10 09:45:00,78.0,77.27965929870959
2024-07-10 09:50:00,77.94,76.28433466219612
2024-07-10 09:55:00,77.88,76.44536116304975
2024-07-10 10:00:00,77.97999999999999,76.95233826692362
2024-07-10 10:05:00,78.08,76.50511314677624
2024-07-10 10:10:00,78.025,76.85019977916237
2024-07-10 10:15:00,77.97,76.763944360256
2024-07-10 10:20:00,77.925,76.67264150129469
2024-07-10 10:25:00,77.88,76.99249033495954
2024-07-10 10:30:00,77.80333333333333,76.7496143956056
2024-07-10 10:35:00,77.72666666666667,76.95491232756895
2024-07-10 10:40:00,77.65,76.72380470024133
2024-07-10 10:45:00,77.765,76.62048095726992
2024-07-10 10:50:00,77.88,76.71362803496747
2024-07-10 10:55:00,77.91499999999999,76.76144710054817
2024-07-10 11:00:00,77.95,76.91468273526735
2024-07-10 11:05:00,77.935,76.8645500001432
2024-07-10 11:10:00,77.92,77.06283587554857
2024-07-10 11:15:00,77.90666666666667,76.74224624189554
2024-07-10 11:20:00,77.89333333333333,76.78489558220161
2024-07-10 11:25:00,77.88,76.80235439366928
2024-07-10 11:30:00,77.765,77.0408294994392
2024-07-10 11:35:00,77.65,76.72547831459343
2024-07-10 11:40:00,77.65,76.51713373574461
2024-07-10 11:45:00,77.65,76.59498272442018
2024-07-10 11:50:00,77.765,76.53257202102667
2024-07-10 11:55:00,77.88,76.46916637739831
2024-07-10 12:00:00,77.89333333333333,76.46714049973839
2024-07-10 12:05:00,77.90666666666667,77.15030687545416
2024-07-10 12:10:00,77.92,77.18509543660151
2024-07-10 12:15:00,77.92,76.72675566815204
2024-07-10 12:20:00,77.92,76.84521311805048
2024-07-10 12:25:00,77.9,76.7150403164275
2024-07-10 12:30:00,77.88,76.72371568237743
2024-07-10 12:35:00,77.845,76.62393901130098
2024-07-10 12:40:00,77.81,76.73038294313854
2024-07-10 12:45:00,77.83333333333333,76.84120255385254
2024-07-10 12:50:00,77.85666666666667,76.80924953466946
2024-07-10 12:55:00,77.88,76.52225680177541
2024-07-10 13:00:00,77.88,76.76642388628247
2024-07-10 13:05:00,77.88,76.8342957462459
2024-07-10 13:10:00,77.925,77.01340988868093
2024-07-10 13:15:00,77.97,76.97063530580192
2024-07-10 13:20:00,77.925,76.82540179073365
2024-07-10 13:25:00,77.88,77.23378779896096
2024-07-10 13:30:00,77.94666666666666,76.71174191789477
2024-07-10 13:35:00,78.01333333333334,76.84759076116353
2024-07-10 13:40:00,78.08,76.62271020433381
2024-07-10 13:45:00,78.035,76.65357125149261
2024-07-10 13:50:00,77.99,76.553553889683
2024-07-10 13:55:00,77.935,76.60608736338797
2024-07-10 14:00:00,77.88,76.67809030866484
2024-07-10 14:05:00,77.9,77.13841680023741
2024-07-10 14:10:00,77.92,76.70385691685955
2024-07-10 14:15:00,77.90666666666667,77.07682050069563
2024-07-10 14:20:00,77.89333333333333,76.82271463347655
2024-07-10 14:25:00,77.88,77.19872213704454
2024-07-10 14:30:00,77.88,76.83028432429074
2024-07-10 14:35:00,77.88,76.5392334822242
2024-07-10 14:40:00,77.765,77.13823509453957
2024-07-10 14:45:00,77.65,76.46257934750179
2024-07-10 14:50:00,77.53,76.27136311937547
2024-07-10 14:55:00,77.41,76.22633892814872
2024-07-10 15:00:00,77.42999999999999,76.3681966329133
2024-07-10 15:05:00,77.45,76.598223343353
2024-07-10 15:10:00,77.47,76.60042296019054
2024-07-10 15:15:00,77.56,76.60163854861842
2024-07-10 15:20:00,77.65,76.51921543011719
2024-07-10 15:25:00,77.56,76.61532966878426
2024-07-10 15:30:00,77.47,76.65454200519468
2024-07-10 15:35:00,77.44,75.97475741882123
2024-07-10 15:40:00,77.41,76.44080768252329
2024-07-10 15:45:00,77.33333333333333,76.42275368649152
2024-07-10 15:50:00,77.25666666666667,76.35673034002176
2024-07-10 15:55:00,77.18,75.9940579080702
2024-07-10 16:00:00,77.295,76.22947048593359
2024-07-10 16:05:00,77.41,76.56817313234006
2024-07-10 16:10:00,77.315,76.19142975477351
2024-07-10 16:15:00,77.22,76.50384741848531
2024-07-10 16:20:00,77.2,76.17663508760148
2024-07-10 16:25:00,77.18,76.03629638988932
2024-07-10 16:30:00,77.10666666666667,76.19312301068967
2024-07-10 16:35:00,77.03333333333333,75.95809645901191
2024-07-10 16:40:00,76.96,75.75805723764758
2024-07-10 16:45:00,76.99,75.58713586554566
2024-07-10 16:50:00,77.02,75.58341956395124
2024-07-10 16:55:00,77.02,75.9666208721814
2024-07-10 17:00:00,77.02,75.83060277227936
2024-07-10 17:05:00,76.88499999999999,76.16408926968913
2024-07-10 17:10:00,76.75,75.66520051275165
2024-07-10 17:15:00,76.66,75.5643468552176
2024-07-10 17:20:00,76.57000000000001,75.58782114080032
2024-07-10 17:25:00,76.48,75.85704339379134
2024-07-10 17:30:00,76.625,75.87921556028131
2024-07-10 17:35:00,76.77,75.41236018608136
2024-07-10 17:40:00,76.64,75.79150669578075
2024-07-10 17:45:00,76.51,75.34690673571788
2024-07-10 17:50:00,76.505,75.10841660693755
2024-07-10 17:55:00,76.5,75.33491424331886
2024-07-10 18:00:00,76.48666666666666,75.31997122900532
2024-07-10 18:05:00,76.47333333333333,75.49164797641984
2024-07-10 18:10:00,76.46,75.41379041137749
2024-07-10 18:15:00,76.435,75.1052713166476
2024-07-10 18:20:00,76.41,75.26382281270897
2024-07-10 18:25:00,76.41499999999999,75.63337816792077
2024-07-10 18:30:00,76.42,75.95030238577866
2024-07-10 18:35:00,76.35,75.10538341637263
2024-07-10 18:40:00,76.28,75.29676542604201
2024-07-10 18:45:00,76.22666666666667,75.17412173617906
2024-07-10 18:50:00,76.17333333333333,74.91016661397344
2024-07-10 18:55:00,76.12,75.38938880115649
2024-07-10 19:00:00,76.11,74.87233563601156
2024-07-10 19:05:00,76.1,74.93746888055769
2024-07-10 19:10:00,76.07499999999999,74.65923723450445
2024-07-10 19:15:00,76.05,74.20118565148535
2024-07-10 19:20:00,76.065,75.04318064074958
2024-07-10 19:25:00,76.08,74.94484102726386
2024-07-10 19:30:00,76.08,75.26487383517163
2024-07-10 19:35:00,76.08,74.89664226026649
2024-07-10 19:40:00,76.08,75.3720655936032
2024-07-10 19:45:00,76.02,74.79921132842786
2024-07-10 19:50:00,75.96,74.79459179811738
2024-07-10 19:55:00,75.84,74.6599174391217
2024-07-10 20:00:00,75.72,74.71984115188215
2024-07-10 20:05:00,75.785,74.87744271806609
2024-07-10 20:10:00,75.85,74.93179042300058
2024-07-10 20:15:00,75.85,74.82974956270749
2024-07-10 20:20:00,75.85,75.2297774318239
2024-07-10 20:25:00,75.85,74.88738520193475
2024-07-10 20:30:00,75.785,74.64982420335457
2024-07-10 20:35:00,75.72,74.68806249497985
2024-07-10 20:40:00,75.675,74.7030509797649
2024-07-10 20:45:00,75.63,74.43131284795689
2024-07-10 20:50:00,75.53,74.6265945472809
2024-07-10 20:55:00,75.43,74.25094844551549
2024-07-10 21:00:00,75.49666666666667,74.56175406031097
2024-07-10 21:05:00,75.56333333333333,74.48560176341611
2024-07-10 21:10:00,75.63,74.62447894355618
2024-07-10 21:15:00,75.65,74.4803842622971
2024-07-10 21:20:00,75.67,74.5124934935461
2024-07-10 21:25:00,75.65,74.45725667944936
2024-07-10 21:30:00,75.63,74.72082903387862
2024-07-10 21:35:00,75.57,74.4157764331538
2024-07-10 21:40:00,75.51,74.23660184531116
2024-07-10 21:45:00,75.46666666666667,74.26506387973514
2024-07-10 21:50:00,75.42333333333333,74.47256523047197
2024-07-10 21:55:00,75.38,74.23810177172663
2024-07-10 22:00:00,75.505,74.63632641513124
2024-07-10 22:05:00,75.63,74.7180120820441
2024-07-10 22:10:00,75.395,74.05414530880334
2024-07-10 22:15:00,75.16,74.22842424558348
2024-07-10 22:20:00,75.19,74.13541709958287
2024-07-10 22:25:00,75.22,74.49079377082019
2024-07-10 22:30:00,75.22,74.28856401103884
2024-07-10 22:35:00,75.22,74.0247486947694
2024-07-10 22:40:00,75.22,77.24935849471356
2024-07-10 22:45:00,75.425,77.39711261333572
2024-07-10 22:50:00,75.63,77.77959531030227
2024-07-10 22:55:00,75.505,77.69392248666202
2024-07-10 23:00:00,75.38,77.44298300440994
2024-07-10 23:05:00,75.32499999999999,77.40629563061279
2024-07-10 23:10:00,75.27,77.05305588325872
2024-07-10 23:15:00,75.24,77.59022423943713
2024-07-10 23:20:00,75.21000000000001,77.34346198354008
2024-07-10 23:25:00,75.18,77.10564534602284
2024-07-10 23:30:00,75.405,77.47155119733198
2024-07-10 23:35:00,75.63,77.76335327245864
2024-07-10 23:40:00,75.63,77.50354228617297
2024-07-10 23:45:00,75.63,77.80511653749235
2024-07-10 23:50:00,75.63,77.80324518079163
2024-07-10 23:55:00,75.63,77.5051852774913
2024-07-11 00:00:00,75.55333333333333,77.65172106821726
2024-07-11 00:05:00,75.47666666666667,77.28251397906355
2024-07-11 00:10:00,75.4,77.49936314960776
2024-07-11 00:15:00,75.41,77.57631147472
2024-07-11 00:20:00,75.42,77.6205705964559
2024-07-11 00:25:00,75.4,77.2407681998576
2024-07-11 00:30:00,75.38,77.0390178782964
2024-07-11 00:35:00,75.505,77.7022477679717
2024-07-11 00:40:00,75.63,77.82374484938252
2024-07-11 00:45:00,75.70333333333333,77.83161969336557
2024-07-11 00:50:00,75.77666666666666,77.66065959253872
2024-07-11 00:55:00,75.85,77.97362060085464
2024-07-11 01:00:00,75.74,77.75765200905026
2024-07-11 01:05:00,75.63,77.521258637223
2024-07-11 01:10:00,75.63,77.72818424668968
2024-07-11 01:15:00,75.63,77.89619806420093
2024-07-11 01:20:00,75.74,77.89078923032254
2024-07-11 01:25:00,75.85,78.12600964576008
2024-07-11 01:30:00,75.85,78.19275237612842
2024-07-11 01:35:00,75.85,77.7420289791607
2024-07-11 01:40:00,75.85,77.86509449185445
2024-07-11 01:45:00,75.74,77.92703001161699
2024-07-11 01:50:00,75.63,77.63968123876018
2024-07-11 01:55:00,75.71000000000001,77.78409531937488
2024-07-11 02:00:00,75.79,77.98491205184098
